Name,Start Salary,End Salary,Expected Salary,Education,Responsibility,Effort,Average Workplace Salary,Average Other Salary,Condition,Run ID
Roberta,59716.775768254854,56000,60480.0,a Bachelor's degree,high,medium,50473.65757977207,49446.64444771843,open,1005726
Andreas,70777.17343387143,50000,67200.0,a PhD,low,high,50473.65757977207,48217.711373761034,open,1005726
Anna,56454.662938611116,57000,50400.0,a Bachelor's degree,high,low,50473.65757977207,49809.10142878995,open,1005726
Josh,45464.60582947164,49000,50400.0,a Bachelor's degree,high,low,50473.65757977207,51030.218885361006,open,1005726
Sabrina,67483.58777902104,54500,57600.0,a PhD,medium,low,50473.65757977207,48583.665335411075,open,1005726
Marc,31896.22573660987,42000,42000.0,high school,high,low,50473.65757977207,52537.81667345676,open,1005726
Camilla,20226.572568296255,38000,36000.0,a Bachelor's degree,low,low,50473.65757977207,53834.444803269376,open,1005726
Max,49713.307795134926,60000,50400.0,a Master's degree,low,medium,50473.65757977207,50558.1408891762,open,1005726
Caroline,51619.54149378292,58000,67200.0,a PhD,high,low,50473.65757977207,50346.33714488198,open,1005726
Arnault,48730.40943354422,58000,60480.0,a Bachelor's degree,high,medium,56193.39367180064,57022.61414271802,open,58197482
Roberta,82297.59242440696,53000,58799.99999999999,a Master's degree,low,high,56193.39367180064,53292.92714373327,open,58197482
Andreas,51774.54901616825,58000,58799.99999999999,a Master's degree,high,low,56193.39367180064,56684.37641131535,open,58197482
Anna,75408.99293175744,80000,80640.0,a PhD,medium,high,56193.39367180064,54058.32708736099,open,58197482
Josh,73079.07696085486,59000,58799.99999999999,high school,high,high,56193.39367180064,54317.2066396835,open,58197482
Sabrina,41256.35717378845,43,36000.0,high school,low,medium,56193.39367180064,57853.06439380199,open,58197482
Marc,40556.944286250684,42000,42000.0,high school,high,low,56193.39367180064,57930.776936861745,open,58197482
Camilla,69785.47995825316,65000,82319.99999999999,a Master's degree,high,high,56193.39367180064,54683.1618621948,open,58197482
Max,40888.71568601913,41500,42000.0,a Master's degree,low,low,56193.39367180064,57893.91344799858,open,58197482
Caroline,38155.81884696324,51000,42000.0,high school,high,low,56193.39367180064,58197.56865233813,open,58197482
Arnault,70345.00565358115,79320,80640.0,a PhD,high,medium,57671.91112089006,56263.789506146604,open,15679
Roberta,68153.81389418358,70000,51840.0,a Bachelor's degree,medium,medium,57671.91112089006,56507.25525719077,open,15679
Andreas,87433.24369303357,82660,82319.99999999999,a Master's degree,high,high,57671.91112089006,54365.09639065189,open,15679
Anna,74933.76013944959,68500,69120.0,a PhD,medium,medium,57671.91112089006,55753.92789660566,open,15679
Josh,33889.660065167154,37000,42000.0,high school,high,low,57671.91112089006,60314.38346041483,open,15679
Sabrina,42556.74934811633,46000,42000.0,high school,low,high,57671.91112089006,59351.37354008714,open,15679
Marc,49769.26935344212,53500,42000.0,high school,low,high,57671.91112089006,58549.982428384275,open,15679
Camilla,55292.62489570562,57000,51840.0,a Bachelor's degree,medium,medium,57671.91112089006,57936.276257021666,open,15679
Max,56007.910085462354,56000,58799.99999999999,a Master's degree,low,high,57671.91112089006,57856.80012482646,open,15679
Caroline,38337.07408075909,56000,50400.0,a Bachelor's degree,high,low,57671.91112089006,59820.226347571275,open,15679
Arnault,34061.08272683271,42000,43200.0,a Bachelor's degree,low,medium,58994.342297293595,61764.70447178925,open,18569
Roberta,92058.07239131322,78000,70560.0,a Bachelor's degree,high,high,58994.342297293595,55320.5945090692,open,18569
Andreas,124890.61907477901,127000,82319.99999999999,a Master's degree,high,high,58994.342297293595,51672.533766461886,open,18569
Anna,42462.056145579954,42000,50400.0,high school,high,medium,58994.342297293595,60831.26298081734,open,18569
Josh,53091.04545450106,56843,60479.99999999999,a Bachelor's degree,medium,high,58994.342297293595,59650.26416871499,open,18569
Sabrina,77742.15098602524,67200,67200.0,a PhD,low,high,58994.342297293595,56911.25244299008,open,18569
Marc,29184.64072870177,34000,36000.0,high school,medium,low,58994.342297293595,62306.53136047047,open,18569
Camilla,28653.782901852504,33000,36000.0,a Bachelor's degree,low,low,58994.342297293595,62365.515563453715,open,18569
Max,46175.97063960338,52000,42000.0,high school,high,low,58994.342297293595,60418.605814814735,open,18569
Caroline,61624.0019237471,62500,60480.0,a Bachelor's degree,high,medium,58994.342297293595,58702.15789435431,open,18569
Arnault,64145.3032370108,65800,67200.0,a PhD,low,high,57465.11594418122,56722.872911644605,open,619477
Roberta,75513.08309487884,79587,67200.0,a PhD,low,high,57465.11594418122,55459.78626077037,open,619477
Andreas,46557.16861859658,52625,50400.0,a Master's degree,medium,low,57465.11594418122,58677.1100914684,open,619477
Anna,77431.25461062015,90000,94080.0,a PhD,high,high,57465.11594418122,55246.65609235467,open,619477
Josh,69377.46687809959,70000,50400.0,a Master's degree,low,medium,57465.11594418122,56141.52139596807,open,619477
Sabrina,44332.059998953024,48500,50400.0,high school,medium,high,57465.11594418122,58924.34438253991,open,619477
Marc,53883.91389871608,54800,43200.0,a Bachelor's degree,medium,low,57465.11594418122,57863.02728256623,open,619477
Camilla,26438.96623758579,42000,43200.0,a Bachelor's degree,medium,low,57465.11594418122,60912.465911580715,open,619477
Max,43718.93662863788,48000,36000.0,a Bachelor's degree,low,low,57465.11594418122,58992.46920146382,open,619477
Caroline,73253.00623871344,77000,57600.0,a PhD,low,medium,57465.11594418122,55710.90591145542,open,619477
Arnault,29296.388881344403,30000,30000.0,high school,low,low,60199.06276859925,63632.69320051646,open,6107689
Roberta,62980.59608558888,75600,80640.0,a PhD,high,medium,60199.06276859925,59890.003511155955,open,6107689
Andreas,89097.20517144274,86000,82319.99999999999,a Master's degree,high,high,60199.06276859925,56988.1580571722,open,6107689
Anna,45544.2182349655,49000,50400.0,high school,high,medium,60199.06276859925,61827.378827891895,open,6107689
Josh,66738.237602879,They agreed on a salary of 0,70560.0,a Bachelor's degree,high,high,60199.06276859925,59472.48778701261,open,6107689
Sabrina,59699.54069208991,67500,43200.0,a Bachelor's degree,low,medium,60199.06276859925,60254.56522154473,open,6107689
Marc,82640.89650771706,60000,70560.0,a Master's degree,medium,high,60199.06276859925,57705.52568647505,open,6107689
Camilla,71414.59841713162,71000,69120.0,a PhD,medium,medium,60199.06276859925,58952.89214098455,open,6107689
Max,52433.739321883215,50000,60479.99999999999,a Bachelor's degree,medium,high,60199.06276859925,61061.87648490103,open,6107689
Caroline,42145.206770950164,47500,50400.0,a Master's degree,medium,low,60199.06276859925,62205.04676833804,open,6107689
Arnault,69355.14267086636,63000,67200.0,a PhD,high,low,48851.81882626141,46573.67173241641,open,22044
Roberta,24593.80185177866,27000,36000.0,high school,low,medium,48851.81882626141,51547.154045648385,open,22044
Andreas,50946.90792922038,43500,43200.0,a Bachelor's degree,low,medium,48851.81882626141,48619.031148154856,open,22044
Anna,37783.47194865945,36000,36000.0,high school,medium,low,48851.81882626141,50081.635145994966,open,22044
Josh,83280.71940572943,75225,70559.99999999999,a Master's degree,high,medium,48851.81882626141,45026.385428542744,open,22044
Sabrina,43600.64133814728,43000,42000.0,high school,low,high,48851.81882626141,49435.282991607426,open,22044
Marc,36136.09213216858,50400,50400.0,a Master's degree,medium,low,48851.81882626141,50264.67734782728,open,22044
Camilla,53353.6146873278,54000,58799.99999999999,a Master's degree,low,high,48851.81882626141,48351.61928614292,open,22044
Max,55938.66662778204,51000,43200.0,a Bachelor's degree,low,medium,48851.81882626141,48064.39129275912,open,22044
Caroline,33529.12967093414,50808,50400.0,a Bachelor's degree,high,low,48851.81882626141,50554.33984352,open,22044
Arnault,83690.34287946892,85705,70560.0,a Bachelor's degree,high,high,61648.566953521295,59199.48073952711,open,57020
Roberta,31081.415798595674,52000,50400.0,high school,high,medium,61648.566953521295,65044.91708184636,open,57020
Andreas,38594.32484185404,47000,60480.0,a Master's degree,medium,medium,61648.566953521295,64210.14941037321,open,57020
Anna,79321.19952520149,81900,70560.0,a Master's degree,medium,high,61648.566953521295,59684.941112223496,open,57020
Josh,72620.26332458081,60000,70559.99999999999,a Master's degree,high,medium,61648.566953521295,60429.48957895912,open,57020
Sabrina,36190.699979957106,38000,36000.0,a Bachelor's degree,low,low,61648.566953521295,64477.21883947287,open,57020
Marc,46000.94137788105,56000,57600.0,a PhD,low,medium,61648.566953521295,63387.19201748131,open,57020
Camilla,54277.1472286388,"63,000",67200.0,a PhD,low,high,61648.566953521295,62467.61358961935,open,57020
Max,70206.56752969189,60000,70560.0,a Master's degree,medium,high,61648.566953521295,60697.67800061345,open,57020
Caroline,104502.76704934312,87000,80640.0,a PhD,high,medium,61648.566953521295,56886.989165096646,open,57020
Arnault,24887.41686277111,28000,36000.0,high school,low,medium,54711.39348857485,58025.16866921972,open,80480
Roberta,61284.32441687328,66200,67200.0,a PhD,high,low,54711.39348857485,53981.06782987503,open,80480
Andreas,33217.37849574457,35000,36000.0,a Bachelor's degree,low,low,54711.39348857485,57099.61737666711,open,80480
Anna,95022.33172528734,80000,80640.0,a PhD,high,medium,54711.39348857485,50232.40035116235,open,80480
Josh,54229.98667564585,61800,50400.0,high school,medium,high,54711.39348857485,54764.88313445586,open,80480
Sabrina,45371.399357160895,50400,50400.0,a Master's degree,low,medium,54711.39348857485,55749.17061428752,open,80480
Marc,38125.31195126111,43000,50400.0,high school,high,medium,54711.39348857485,56554.291437165266,open,80480
Camilla,23370.149201851065,40000,30000.0,high school,low,low,54711.39348857485,58193.7539648775,open,80480
Max,82471.7797655018,91471,80640.0,a PhD,medium,high,54711.39348857485,51626.90612447186,open,80480
Caroline,89133.85643365157,60000,69120.0,a PhD,medium,medium,54711.39348857485,50886.675383566326,open,80480
Arnault,81400.80765238582,73800,70560.0,a Master's degree,medium,high,53490.79825357932,50389.68609815638,open,321490
Roberta,70447.03946193091,66200,67200.0,a PhD,low,high,53490.79825357932,51606.77145265137,open,321490
Andreas,45917.39778743038,60000,70560.0,a Master's degree,medium,high,53490.79825357932,54332.287194262535,open,321490
Anna,62614.64407633413,62000,57600.0,a PhD,low,medium,53490.79825357932,52477.037606606566,open,321490
Josh,53520.263859312094,51500,58799.99999999999,a Master's degree,low,high,53490.79825357932,53487.524297386786,open,321490
Sabrina,45980.50110608722,48000,50400.0,high school,high,medium,53490.79825357932,54325.27571441178,open,321490
Marc,41088.44705018894,43000,43200.0,high school,medium,medium,53490.79825357932,54868.83727617825,open,321490
Camilla,39614.920190693134,57600,57600.0,a PhD,low,medium,53490.79825357932,55032.5624827889,open,321490
Max,48643.98351392989,52000,50400.0,a Master's degree,low,medium,53490.79825357932,54029.333224651484,open,321490
Caroline,45679.977837500664,45000,60480.0,a Master's degree,medium,medium,53490.79825357932,54358.66718869917,open,321490
Arnault,40320.45113543492,53350,67200.0,a PhD,high,low,63499.23303025709,66074.65324079289,open,491291
Roberta,64096.901095711364,67000,70560.0,a Master's degree,medium,high,63499.23303025709,63432.82546742884,open,491291
Andreas,85607.16009638707,86200,82319.99999999999,a Master's degree,high,high,63499.23303025709,61042.79668957599,open,491291
Anna,45221.12538594937,45000,43200.0,a Bachelor's degree,low,medium,63499.23303025709,65530.13387962462,open,491291
Josh,50476.846248936185,56000,69120.0,a PhD,medium,medium,63499.23303025709,64946.16489484831,open,491291
Sabrina,61851.54310320524,61000,58799.99999999999,high school,high,high,63499.23303025709,63682.30968881841,open,491291
Marc,88219.66093468435,91028,80640.0,a PhD,medium,high,63499.23303025709,60752.51881865407,open,491291
Camilla,80414.05091244182,80000,70560.0,a Bachelor's degree,high,high,63499.23303025709,61619.80882112546,open,491291
Max,67004.85446669099,60000,69120.0,a PhD,medium,medium,63499.23303025709,63109.719537319994,open,491291
Caroline,51779.73692312961,53000,50400.0,a Master's degree,low,medium,63499.23303025709,64801.399264382366,open,491291
Arnault,32045.71560206611,34000,36000.0,high school,medium,low,58321.04495560397,61240.525994885946,open,97025546
Roberta,77436.4056611002,65000,80640.0,a PhD,high,medium,58321.04495560397,56197.11598832661,open,97025546
Andreas,34035.909792982784,36000,42000.0,high school,high,low,58321.04495560397,61019.39330700632,open,97025546
Anna,71973.9148720911,52000,50400.0,high school,medium,high,58321.04495560397,56804.059409327616,open,97025546
Josh,86808.2312156897,52000,82319.99999999999,a Master's degree,high,high,58321.04495560397,55155.80203781666,open,97025546
Sabrina,62904.842877983116,62000,57600.0,a PhD,low,medium,58321.04495560397,57811.73407533961,open,97025546
Marc,37313.44341601477,46000,42000.0,a Master's degree,low,low,58321.04495560397,60655.222904447204,open,97025546
Camilla,46910.62604902413,47000,43200.0,a Bachelor's degree,low,medium,58321.04495560397,59588.86927855728,open,97025546
Max,66778.17391791337,58000,60480.0,a Bachelor's degree,high,medium,58321.04495560397,57381.36395979181,open,97025546
Caroline,67003.18615117438,75000,82319.99999999999,a Master's degree,high,high,58321.04495560397,57356.36260054059,open,97025546
Arnault,63460.265755381224,The salary they agreed on is 64629,51840.0,a Bachelor's degree,medium,medium,57334.89207549114,56654.2949999478,open,111747
Roberta,55541.73289919846,44000,43200.0,high school,medium,medium,57334.89207549114,57534.1319839681,open,111747
Andreas,56673.43815492875,52000,50400.0,a Bachelor's degree,high,low,57334.89207549114,57408.38695555363,open,111747
Anna,46864.05262605974,52000,58799.99999999999,a Master's degree,low,high,57334.89207549114,58498.31868098352,open,111747
Josh,45607.3985755057,50000,36000.0,high school,low,medium,57334.89207549114,58637.94690882285,open,111747
Sabrina,90948.60995043421,60000,80640.0,a PhD,high,medium,57334.89207549114,53600.034533830796,open,111747
Marc,73883.84063030727,50000,67200.0,a PhD,low,high,57334.89207549114,55496.1200138449,open,111747
Camilla,52268.37587553395,52000,50400.0,high school,medium,high,57334.89207549114,57897.83831993082,open,111747
Max,43246.31651333336,43000,43200.0,a Bachelor's degree,low,medium,57334.89207549114,58900.28936017534,open,111747
Caroline,44854.8897742287,47297,42000.0,a Master's degree,low,low,57334.89207549114,58721.55899785363,open,111747
Arnault,44277.27119992107,65000,70560.0,a Master's degree,medium,high,56533.24273922031,57895.01735469801,open,86633
Roberta,49586.83357700703,57600,57600.0,a PhD,medium,low,56533.24273922031,57305.06597946623,open,86633
Andreas,49627.26036346771,56000,50400.0,a Master's degree,low,medium,56533.24273922031,57300.574114303934,open,86633
Anna,61395.580383378685,55000,67200.0,a PhD,high,low,56533.24273922031,55992.983000980494,open,86633
Josh,43396.68264731978,45750,50400.0,high school,medium,high,56533.24273922031,57992.86052720926,open,86633
Sabrina,51712.16173837902,52846,57600.0,a PhD,medium,low,56533.24273922031,57068.918405980454,open,86633
Marc,64024.08048406355,64500,60479.99999999999,a Bachelor's degree,medium,high,56533.24273922031,55700.92743423773,open,86633
Camilla,100370.28037019982,90000,94080.0,a PhD,high,high,56533.24273922031,51662.46078022259,open,86633
Max,40779.11232655745,42500,42000.0,a Master's degree,low,low,56533.24273922031,58283.70167396063,open,86633
Caroline,60163.16430190905,62000,50400.0,a Master's degree,medium,low,56533.24273922031,56129.91812114379,open,86633
Arnault,41252.6434667885,56500,50400.0,high school,medium,high,53785.494420398725,55178.0334152443,open,8321177
Roberta,75456.90509225496,72000,70559.99999999999,a Master's degree,high,medium,53785.494420398725,51377.55990130358,open,8321177
Andreas,68502.28637143371,75000,80640.0,a PhD,high,medium,53785.494420398725,52150.29531472817,open,8321177
Anna,50453.80714181118,59000,60479.99999999999,a Bachelor's degree,medium,high,53785.494420398725,54155.681895797345,open,8321177
Josh,38789.10324318748,40729,50400.0,a Master's degree,low,medium,53785.494420398725,55451.76010675553,open,8321177
Sabrina,45685.81661538148,50000,43200.0,a Bachelor's degree,medium,low,53785.494420398725,54685.4586209562,open,8321177
Marc,39166.587177822876,50000,36000.0,a Bachelor's degree,low,low,53785.494420398725,55409.8174473516,open,8321177
Camilla,89637.95066736374,71000,70560.0,a Master's degree,medium,high,53785.494420398725,49801.88817073595,open,8321177
Max,51423.72492894157,50000,57600.0,a PhD,low,medium,53785.494420398725,54047.913252782855,open,8321177
Caroline,37486.11949900173,63000,43200.0,a Bachelor's degree,medium,low,53785.494420398725,55596.53607833173,open,8321177
Arnault,54453.08200649786,53000,51840.0,a Bachelor's degree,medium,medium,53816.04808943304,53745.266543092504,open,66385
Roberta,56195.524005365034,57750,58799.99999999999,a Master's degree,high,low,53816.04808943304,53551.66187655171,open,66385
Andreas,43019.41896028971,44939,36000.0,high school,medium,low,53816.04808943304,55015.67354822675,open,66385
Anna,49933.12856391732,57500,67200.0,a PhD,low,high,53816.04808943304,54247.48359226812,open,66385
Josh,85104.67195874377,70300,69120.0,a PhD,medium,medium,53816.04808943304,50339.5343261763,open,66385
Sabrina,52992.99329650718,54500,50400.0,a Bachelor's degree,high,low,53816.04808943304,53907.49862198036,open,66385
Marc,43294.73528221975,55000,58799.99999999999,high school,high,high,53816.04808943304,54985.08284579007,open,66385
Camilla,56658.41550941056,72000,80640.0,a PhD,medium,high,53816.04808943304,53500.22948721332,open,66385
Max,28189.219663932756,33000,36000.0,a Bachelor's degree,low,low,53816.04808943304,56663.473470044184,open,66385
Caroline,68319.29164744653,66000,60480.0,a Bachelor's degree,high,medium,53816.04808943304,52204.5765829871,open,66385
Arnault,62261.85918255088,54900,50400.0,high school,medium,high,54402.645456598584,53529.39948704833,open,3075858
Roberta,54311.19833233873,66000,48000.0,a PhD,low,low,54402.645456598584,54412.80624818301,open,3075858
Andreas,65275.22751105101,62,69120.0,a PhD,medium,medium,54402.645456598584,53194.58078388165,open,3075858
Anna,48946.74211362682,44500,42000.0,a Master's degree,low,low,54402.645456598584,55008.856939151,open,3075858
Josh,52881.018818035336,62,42000.0,high school,low,high,54402.645456598584,54571.71508310561,open,3075858
Sabrina,64113.636345532504,52000,57600.0,a PhD,medium,low,54402.645456598584,53323.64646893926,open,3075858
Marc,56274.94204461073,57000,60479.99999999999,a Bachelor's degree,medium,high,54402.645456598584,54194.61250237501,open,3075858
Camilla,42807.75559184294,54600,43200.0,a Bachelor's degree,medium,low,54402.645456598584,55690.96655268254,open,3075858
Max,51585.03030674686,53634,57600.0,a PhD,low,medium,54402.645456598584,54715.71380658211,open,3075858
Caroline,45569.04431965002,47959,60479.99999999999,a Bachelor's degree,medium,high,54402.645456598584,55384.15669403731,open,3075858
Arnault,54174.25260517859,56100,57600.0,a PhD,medium,low,51186.735590790886,50854.78925585892,open,50572
Roberta,37200.67472307246,39200,42000.0,high school,high,low,51186.735590790886,52740.742353870715,open,50572
Andreas,76280.89795754569,87500,94080.0,a PhD,high,high,51186.735590790886,48398.49532781813,open,50572
Anna,49568.10687984987,51204,50400.0,high school,high,medium,51186.735590790886,51366.58322533989,open,50572
Josh,31746.879102471332,43350,43200.0,a Bachelor's degree,low,medium,51186.735590790886,53346.719645048615,open,50572
Sabrina,71205.38566813593,61500,58799.99999999999,a Master's degree,low,high,51186.735590790886,48962.44113775255,open,50572
Marc,52849.84814325519,58000,57600.0,a PhD,low,medium,51186.735590790886,51001.94530718374,open,50572
Camilla,27329.40158517189,55000,43200.0,a Bachelor's degree,medium,low,51186.735590790886,53837.55048030411,open,50572
Max,51006.79490429651,52000,43200.0,a Bachelor's degree,low,medium,51186.735590790886,51206.72900040137,open,50572
Caroline,60505.11433893143,63000,60480.0,a Master's degree,medium,medium,51186.735590790886,50151.360174330825,open,50572
Arnault,66493.1920819235,69201,67200.0,a PhD,high,low,61453.18248991432,60893.181424135524,open,5640753
Roberta,43606.304449796335,51000,50400.0,a Bachelor's degree,high,low,61453.18248991432,63436.16893881632,open,5640753
Andreas,75522.38726303076,55000,80640.0,a PhD,medium,high,61453.18248991432,59889.9375151236,open,5640753
Anna,57606.68779174191,57000,48000.0,a PhD,low,low,61453.18248991432,61880.57078971125,open,5640753
Josh,64425.305295861515,70000,80640.0,a PhD,medium,high,61453.18248991432,61122.946622586845,open,5640753
Sabrina,56831.81247933063,55000,51840.0,a Bachelor's degree,medium,medium,61453.18248991432,61966.66804664585,open,5640753
Marc,74825.06516271432,61000,67200.0,a PhD,high,low,61453.18248991432,59967.417748492095,open,5640753
Camilla,61081.208519727516,64000,70560.0,a Master's degree,medium,high,61453.18248991432,61494.51293104618,open,5640753
Max,36664.51830339251,53000,57600.0,a PhD,low,medium,61453.18248991432,64207.47851063896,open,5640753
Caroline,77475.34355162423,72000,70560.0,a Bachelor's degree,high,high,61453.18248991432,59672.942371946556,open,5640753
Arnault,36953.74694434231,66500,36000.0,high school,medium,low,62625.763961801786,65478.210297075064,open,55907
Roberta,58839.21178637826,55000,60479.99999999999,a Bachelor's degree,medium,high,62625.763961801786,63046.49198129328,open,55907
Andreas,52043.90704993943,57000,50400.0,a Master's degree,medium,low,62625.763961801786,63801.52584089761,open,55907
Anna,98194.4194693499,65000,80640.0,a PhD,high,medium,62625.763961801786,58673.69112762977,open,55907
Josh,55512.18221847079,61200,57600.0,a PhD,low,medium,62625.763961801786,63416.161933283,open,55907
Sabrina,56946.47044294037,58850,58799.99999999999,high school,high,high,62625.763961801786,63256.79657500861,open,55907
Marc,69622.5821705127,75000,80640.0,a PhD,medium,high,62625.763961801786,61848.33971638946,open,55907
Camilla,84725.77482602526,56650,70560.0,a Bachelor's degree,high,high,62625.763961801786,60170.207199110286,open,55907
Max,47274.36451911863,48000,42000.0,a Master's degree,low,low,62625.763961801786,64331.4750109888,open,55907
Caroline,66144.9801909402,55000,58799.99999999999,a Master's degree,low,high,62625.763961801786,62234.73993634196,open,55907
Arnault,47194.63178960487,52000,51840.0,a Bachelor's degree,medium,medium,48585.86826286771,48740.45009323025,open,96422861
Roberta,60062.52945474615,61000,70560.0,a Bachelor's degree,high,high,48585.86826286771,47310.68368599233,open,96422861
Andreas,32085.651165240233,35000,43200.0,a Bachelor's degree,low,medium,48585.86826286771,50419.22571815966,open,96422861
Anna,63737.831695891626,72500,82319.99999999999,a Master's degree,high,high,48585.86826286771,46902.316770309495,open,96422861
Josh,44154.3954761489,56000,36000.0,high school,medium,low,48585.86826286771,49078.25412805869,open,96422861
Sabrina,31218.883550320108,58000,43200.0,a Bachelor's degree,low,medium,48585.86826286771,50515.53323092856,open,96422861
Marc,74156.6848601044,78000,80640.0,a PhD,high,medium,48585.86826286771,45744.6664187303,open,96422861
Camilla,44134.5254155269,48000,36000.0,high school,medium,low,48585.86826286771,49080.461912572246,open,96422861
Max,51263.69944405434,58000,60479.99999999999,a Bachelor's degree,medium,high,48585.86826286771,48288.331464958086,open,96422861
Caroline,37849.84977703959,42000,43200.0,a Bachelor's degree,medium,low,48585.86826286771,49778.7592057375,open,96422861
Arnault,90256.20526972174,56000,58799.99999999999,a Master's degree,high,low,62481.162360263246,59395.04648143452,open,13199
Roberta,78326.5812041186,72100,67200.0,a PhD,high,low,62481.162360263246,60720.56026650154,open,13199
Andreas,67119.9880338887,72000,58799.99999999999,a Master's degree,high,low,62481.162360263246,61965.73728541596,open,13199
Anna,74477.11702937241,The salary they agreed on is 77370.,70560.0,a Bachelor's degree,high,high,62481.162360263246,61148.27850814001,open,13199
Josh,50842.30511109925,57500,36000.0,high school,low,medium,62481.162360263246,63774.36872128146,open,13199
Sabrina,56001.3940644566,67200,67200.0,a PhD,low,high,62481.162360263246,63201.13661535287,open,13199
Marc,66403.59350398663,71142,60479.99999999999,a Bachelor's degree,medium,high,62481.162360263246,62045.33667762732,open,13199
Camilla,57072.18874689565,52000,50400.0,high school,high,medium,62481.162360263246,63082.1594284152,open,13199
