Name,Start Salary,End Salary,Expected Salary,Education,Responsibility,Effort,Average Workplace Salary,Average Other Salary,Condition,Run ID
Camilla,135372.77788914615,118750,94080.0,a PhD,high,high,56209.32301963369,47413.38358968786,closed,1515910
Max,40635.41455124555,46000,42000.0,high school,high,low,56209.32301963369,57939.757293899034,closed,1515910
Caroline,31617.58635902394,53000,42000.0,high school,high,low,56209.32301963369,58941.738204145884,closed,1515910
Arnault,35206.480659250534,58,48000.0,a PhD,low,low,52883.11399797659,54847.18436894615,closed,8392748
Roberta,38131.12008846419,38400,36000.0,high school,medium,low,52883.11399797659,54522.22443236686,closed,8392748
Andreas,57629.42236602149,60800,50400.0,a Master's degree,medium,low,52883.11399797659,52355.746401527154,closed,8392748
Anna,98540.70063268214,52000,58799.99999999999,high school,high,high,52883.11399797659,47810.048816342634,closed,8392748
Josh,52807.836911529404,47000,50400.0,a Bachelor's degree,high,low,52883.11399797659,52891.47811869294,closed,8392748
Sabrina,62588.27327935329,57000,58799.99999999999,high school,high,high,52883.11399797659,51804.76296671251,closed,8392748
Marc,31612.53147585918,42000,42000.0,a Master's degree,low,low,52883.11399797659,55246.51205598963,closed,8392748
Camilla,50613.89744072927,53000,50400.0,high school,medium,high,52883.11399797659,53135.24917100407,closed,8392748
Max,36971.731208045596,47000,50400.0,high school,medium,high,52883.11399797659,54651.04541908003,closed,8392748
Caroline,64729.14591783076,66500,60479.99999999999,a Bachelor's degree,medium,high,52883.11399797659,51566.888229103904,closed,8392748
Arnault,49670.484793916185,51000,50400.0,high school,high,medium,60058.98629140941,61213.26423557532,closed,21612320
Roberta,91268.57060769858,74000,69120.0,a PhD,medium,medium,60058.98629140941,56591.25470071062,closed,21612320
Andreas,59487.03696493465,60000,58799.99999999999,high school,high,high,60058.98629140941,60122.53621657327,closed,21612320
Anna,59113.8321341192,50000,70560.0,a Master's degree,medium,high,60058.98629140941,60164.00341999721,closed,21612320
Josh,46291.66896731676,50000,57600.0,a PhD,medium,low,60058.98629140941,61588.6882163086,closed,21612320
Sabrina,66041.57608373226,68644,70560.0,a Bachelor's degree,high,high,60058.98629140941,59394.254092262425,closed,21612320
Marc,46154.424766352095,52000,50400.0,a Bachelor's degree,high,low,60058.98629140941,61603.93757197134,closed,21612320
Camilla,57417.150046554794,48000,42000.0,high school,high,low,60058.98629140941,60352.52365194882,closed,21612320
Max,49684.348014486284,52000,43200.0,a Bachelor's degree,medium,low,60058.98629140941,61211.723877734206,closed,21612320
Caroline,75460.77053498334,57000,70560.0,a Master's degree,medium,high,60058.98629140941,58347.676931012305,closed,21612320
Arnault,51162.1814956598,56375,51840.0,a Bachelor's degree,medium,medium,60437.26574766483,61467.83066455429,closed,74414
Roberta,51082.12500490928,51793,50400.0,high school,high,medium,60437.26574766483,61476.72583019323,closed,74414
Andreas,56951.82755102443,61000,67200.0,a PhD,high,low,60437.26574766483,60824.53665840266,closed,74414
Anna,81085.26045739837,68000,80640.0,a PhD,high,medium,60437.26574766483,58143.04411325,closed,74414
Josh,66655.36572757136,69988,50400.0,a Master's degree,medium,low,60437.26574766483,59746.365749897435,closed,74414
Sabrina,37510.56255450183,52000,48000.0,a PhD,low,low,60437.26574766483,62984.677213571835,closed,74414
Marc,40628.135379989915,41500,43200.0,high school,medium,medium,60437.26574766483,62638.28023296205,closed,74414
Camilla,42103.60307825671,49200,50400.0,high school,high,medium,60437.26574766483,62474.33937759907,closed,74414
Max,63204.99497170844,55000,69120.0,a PhD,medium,medium,60437.26574766483,60129.74027832666,closed,74414
Caroline,113988.60125562824,120000,82319.99999999999,a Master's degree,high,high,60437.26574766483,54487.117357891126,closed,74414
Arnault,50864.164354290806,$54000,60480.0,a Master's degree,medium,medium,56485.6509672097,57110.26059086736,closed,74908
Roberta,60858.16252067528,57500,69120.0,a PhD,medium,medium,56485.6509672097,55999.81635015798,closed,74908
Andreas,54737.81762383175,63000,48000.0,a PhD,low,low,56485.6509672097,56679.854672029476,closed,74908
Anna,53738.283165738874,54000,58799.99999999999,a Master's degree,high,low,56485.6509672097,56790.91405626202,closed,74908
Josh,94436.9443040767,70000,80640.0,a PhD,high,medium,56485.6509672097,52268.8405964467,closed,74908
Sabrina,56989.837202893315,56000,58799.99999999999,a Master's degree,low,high,56485.6509672097,56429.630274355965,closed,74908
Marc,22256.842229867714,25000,30000.0,high school,low,low,56485.6509672097,60288.85193802548,closed,74908
Camilla,53416.821083846524,57000,48000.0,a PhD,low,low,56485.6509672097,56826.63206536117,closed,74908
Max,72240.3553923984,71000,57600.0,a PhD,medium,low,56485.6509672097,54735.128253299845,closed,74908
Caroline,45317.28179447774,43290,50400.0,a Bachelor's degree,high,low,56485.6509672097,57726.58087529104,closed,74908
Arnault,55458.49765170646,55200,50400.0,a Bachelor's degree,high,low,58699.53610519285,59059.65148891356,closed,4098863
Roberta,47766.640256004976,51000,51840.0,a Bachelor's degree,medium,medium,58699.53610519285,59914.30231065817,closed,4098863
Andreas,65008.63551503889,64000,67200.0,a PhD,low,high,58699.53610519285,57998.5250596544,closed,4098863
Anna,56840.66112805632,54080,57600.0,a PhD,medium,low,58699.53610519285,58906.07776931913,closed,4098863
Josh,58812.03852406276,50500,50400.0,a Bachelor's degree,low,high,58699.53610519285,58687.03583642953,closed,4098863
Sabrina,45498.30981752427,59000,60479.99999999999,a Bachelor's degree,medium,high,58699.53610519285,60166.33902604491,closed,4098863
Marc,48057.28929713495,52000,43200.0,high school,medium,medium,58699.53610519285,59882.00797275484,closed,4098863
Camilla,38830.62714108984,47775,36000.0,high school,low,medium,58699.53610519285,60907.19265675984,closed,4098863
Max,50591.10017522182,57200,57600.0,a PhD,medium,low,58699.53610519285,59600.47343074519,closed,4098863
Caroline,120131.56154608823,94080,94080.0,a PhD,high,high,58699.53610519285,51873.75550064892,closed,4098863
Arnault,48430.71272206381,50000,48000.0,a PhD,low,low,60605.50525027164,61958.259975628076,closed,23534
Roberta,58271.03342288298,59500,50400.0,high school,medium,high,60605.50525027164,60864.89100887038,closed,23534
Andreas,100038.48553780004,83250,80640.0,a PhD,medium,high,60605.50525027164,56224.06299610183,closed,23534
Anna,73158.1507802437,79786,80640.0,a PhD,medium,high,60605.50525027164,59210.76685805253,closed,23534
Josh,94747.62050997923,60000,67200.0,a PhD,low,high,60605.50525027164,56811.93688808192,closed,23534
Sabrina,32480.896390764163,41500,42000.0,high school,high,low,60605.50525027164,63730.46179021692,closed,23534
Marc,38540.32009005572,48000,50400.0,a Bachelor's degree,high,low,60605.50525027164,63057.19249029564,closed,23534
Camilla,58489.33983703349,52500,60480.0,a Master's degree,medium,medium,60605.50525027164,60840.63474063143,closed,23534
Max,72996.8488657591,57750,70560.0,a Bachelor's degree,high,high,60605.50525027164,59228.68929299526,closed,23534
Caroline,28901.64434613423,35000,36000.0,a Bachelor's degree,low,low,60605.50525027164,64128.15646184246,closed,23534
Arnault,63916.62965336245,55000,67200.0,a PhD,high,low,57235.30526333234,56492.93588666232,closed,1616441
Roberta,60911.63007969502,60000,80640.0,a PhD,high,medium,57235.30526333234,56826.82472818092,closed,1616441
Andreas,29706.772711184807,61200,30000.0,high school,low,low,57235.30526333234,60294.03110245984,closed,1616441
Anna,45334.332336399326,59000,60480.0,a Bachelor's degree,high,medium,57235.30526333234,58557.63558854711,closed,1616441
Josh,87256.34608952177,68000,69120.0,a PhD,medium,medium,57235.30526333234,53899.634060422395,closed,1616441
Sabrina,62548.27677787531,57000,60479.99999999999,a Bachelor's degree,medium,high,57235.30526333234,56644.975095049784,closed,1616441
Marc,33092.22398161027,33000,50400.0,a Master's degree,medium,low,57235.30526333234,59917.86985019034,closed,1616441
Camilla,74811.7628217573,55000,60480.0,a Master's degree,medium,medium,57235.30526333234,55282.36553461845,closed,1616441
Max,46835.698129609074,48000,50400.0,a Bachelor's degree,high,low,57235.30526333234,58390.81716707936,closed,1616441
Caroline,67939.38005230798,63000,60480.0,a Bachelor's degree,high,medium,57235.30526333234,56045.96362011282,closed,1616441
Arnault,53799.93097356799,56,58799.99999999999,a Master's degree,high,low,53643.047131924424,53625.61559396403,closed,271339
Roberta,49786.88249379097,50300,50400.0,high school,high,medium,53643.047131924424,54071.50986949481,closed,271339
Andreas,47969.29470090401,51969,43200.0,a Bachelor's degree,medium,low,53643.047131924424,54273.464068704474,closed,271339
Anna,44400.99219843719,50750,43200.0,a Bachelor's degree,medium,low,53643.047131924424,54669.942124534115,closed,271339
Josh,57207.28571447958,65000,67200.0,a PhD,high,low,53643.047131924424,53247.02062275163,closed,271339
Sabrina,54310.73867144619,56500,43200.0,a Bachelor's degree,low,medium,53643.047131924424,53568.85918308867,closed,271339
Marc,70522.82406715986,52700,50400.0,high school,high,medium,53643.047131924424,51767.516361342714,closed,271339
Camilla,47006.79170185698,49000,51840.0,a Bachelor's degree,medium,medium,53643.047131924424,54380.40884637636,closed,271339
Max,66505.8104504677,60000,82319.99999999999,a Master's degree,high,high,53643.047131924424,52213.85120764184,closed,271339
Caroline,44919.920347133826,50000,50400.0,a Bachelor's degree,low,high,53643.047131924424,54612.2834413456,closed,271339
Arnault,43347.086789376575,55000,58799.99999999999,a Master's degree,low,high,57492.96447162025,59064.728658536216,closed,28909081
Roberta,62918.55506054274,46000,43200.0,a Bachelor's degree,low,medium,57492.96447162025,56890.121072851085,closed,28909081
Andreas,57535.03802398021,56500,60480.0,a Master's degree,medium,medium,57492.96447162025,57488.28963246915,closed,28909081
Anna,54877.74227962757,68500,69120.0,a PhD,medium,medium,57492.96447162025,57783.54471517499,closed,28909081
Josh,43202.04505555731,47000,42000.0,high school,low,high,57492.96447162025,59080.84440673836,closed,28909081
