Name,Start Salary,End Salary,Expected Salary,Education,Responsibility,Effort,Average Workplace Salary,Average Other Salary,Condition,Run ID
Camilla,103021.3363344194,52000,94080.0,a PhD,high,high,55410.88800066919,50120.83818580806,open,27666
Max,26590.42240839426,40950,42000.0,a Master's degree,low,low,55410.88800066919,58613.161955366406,open,27666
Caroline,49542.91666876662,52000,70559.99999999999,a Master's degree,high,medium,55410.88800066919,56062.88481532503,open,27666
Arnault,70878.30765656811,71500,70560.0,a Master's degree,medium,high,56811.807089502734,55248.86258205103,open,37268256
Roberta,78763.97150619286,51150,51840.0,a Bachelor's degree,medium,medium,56811.807089502734,54372.6777098705,open,37268256
Andreas,48651.96883564632,50000,50400.0,a Master's degree,medium,low,56811.807089502734,57718.45578437567,open,37268256
Anna,72825.19756044443,70000,70560.0,a Master's degree,medium,high,56811.807089502734,55032.54148162033,open,37268256
Josh,38075.24576509926,50000,43200.0,a Bachelor's degree,low,medium,56811.807089502734,58893.647236658675,open,37268256
Sabrina,62503.571768270405,54000,60480.0,a Master's degree,medium,medium,56811.807089502734,56179.388791861886,open,37268256
Marc,34969.60472858507,52000,50400.0,high school,medium,high,56811.807089502734,59238.71846293803,open,37268256
Camilla,66201.98390642848,72622,80640.0,a PhD,high,medium,56811.807089502734,55768.45410984432,open,37268256
Max,59262.590849862994,62400,57600.0,a PhD,low,medium,56811.807089502734,56539.49778279604,open,37268256
Caroline,35985.62831792945,51500,50400.0,high school,medium,high,56811.807089502734,59125.82695301088,open,37268256
Arnault,38904.10777186691,39000,42000.0,high school,high,low,51838.09282748351,53275.20227810758,open,84311276
Roberta,33927.231266516785,52500,36000.0,a Bachelor's degree,low,low,51838.09282748351,53828.188556479814,open,84311276
Andreas,55863.41515699089,55000,43200.0,a Bachelor's degree,medium,low,51838.09282748351,51390.83479087158,open,84311276
Anna,58509.36947723464,65000,70560.0,a Master's degree,medium,high,51838.09282748351,51096.83986640005,open,84311276
Josh,64081.65476913612,66500,70560.0,a Master's degree,medium,high,51838.09282748351,50477.69705618878,open,84311276
Sabrina,68710.39082294796,54000,67200.0,a PhD,high,low,51838.09282748351,49963.393050209685,open,84311276
Marc,52146.21288393121,52000,58799.99999999999,a Master's degree,low,high,51838.09282748351,51803.857265655985,open,84311276
Camilla,52602.69130667402,56500,43200.0,a Bachelor's degree,low,medium,51838.09282748351,51753.13744090679,open,84311276
Max,31203.306280457877,56000,30000.0,high school,low,low,51838.09282748351,54130.84688826414,open,84311276
Caroline,62432.548539078685,63000,58799.99999999999,high school,high,high,51838.09282748351,50660.931081750714,open,84311276
Arnault,31928.766186322435,62100,60479.99999999999,a Bachelor's degree,medium,high,50865.12413423076,52969.16390622057,open,96488
Roberta,65177.87694375522,55000,67200.0,a PhD,low,high,50865.12413423076,49274.81826650582,open,96488
Andreas,38966.23892944896,42000,43200.0,a Bachelor's degree,low,medium,50865.12413423076,52187.222490317625,open,96488
Anna,64532.463759946026,68000,67200.0,a PhD,low,high,50865.12413423076,49346.53084248462,open,96488
Josh,54842.06020974613,51000,50400.0,high school,medium,high,50865.12413423076,50423.242348062384,open,96488
Sabrina,56527.995058914166,66000,69120.0,a PhD,medium,medium,50865.12413423076,50235.91625371038,open,96488
Marc,75345.69631599175,67200,67200.0,a PhD,low,high,50865.12413423076,48145.06055847954,open,96488
Camilla,27536.82019539261,43000,42000.0,a Master's degree,low,low,50865.12413423076,53457.15790521278,open,96488
Max,39475.280168284124,53000,60480.0,a Bachelor's degree,high,medium,50865.12413423076,52130.66235266927,open,96488
Caroline,54318.043574506155,56000,58799.99999999999,a Master's degree,low,high,50865.12413423076,50481.46641864461,open,96488
Arnault,36886.806339532115,55000,58799.99999999999,a Master's degree,high,low,47806.3907991625,49019.67796134365,open,644018
Roberta,42708.533280866206,39000,36000.0,high school,low,medium,47806.3907991625,48372.81941230653,open,644018
Andreas,37923.27887521559,39000,30000.0,high school,low,low,47806.3907991625,48904.514346267715,open,644018
Anna,54301.8386800443,57500,57600.0,a PhD,medium,low,47806.3907991625,47084.67436795341,open,644018
Josh,45088.48635792158,62000,51840.0,a Bachelor's degree,medium,medium,47806.3907991625,48108.3801815226,open,644018
Sabrina,25367.077765436865,31300,36000.0,a Bachelor's degree,low,low,47806.3907991625,50299.6478029098,open,644018
Marc,50319.51570824577,50000,50400.0,high school,medium,high,47806.3907991625,47527.154698153245,open,644018
Camilla,57363.93436908125,58000,50400.0,a Master's degree,medium,low,47806.3907991625,46744.44151361597,open,644018
Max,42391.673033842766,58000,67200.0,a PhD,high,low,47806.3907991625,48408.02610642025,open,644018
Caroline,85712.76358143854,70000,51840.0,a Bachelor's degree,medium,medium,47806.3907991625,43594.57160113183,open,644018
Arnault,38212.452705370546,39335,43200.0,a Bachelor's degree,medium,low,49710.510068043506,50988.07199722939,open,9502125
Roberta,81799.2032394618,57000,57600.0,a PhD,medium,low,49710.510068043506,46145.099715663695,open,9502125
Andreas,42046.0793619766,42200,43200.0,high school,medium,medium,49710.510068043506,50562.113479828724,open,9502125
Anna,51554.7331645545,56160,60480.0,a Bachelor's degree,high,medium,49710.510068043506,49505.596390653394,open,9502125
Josh,46658.78744493324,55000,57600.0,a PhD,low,medium,49710.510068043506,50049.5903595002,open,9502125
Sabrina,55179.71768608417,56000,51840.0,a Bachelor's degree,medium,medium,49710.510068043506,49102.820332705654,open,9502125
Marc,51578.76171776454,51500,50400.0,a Bachelor's degree,high,low,49710.510068043506,49502.926551407836,open,9502125
Camilla,66451.0278329811,62000,69120.0,a PhD,medium,medium,49710.510068043506,47850.452538606,open,9502125
Max,31896.546072507284,35000,36000.0,a Bachelor's degree,low,low,49710.510068043506,51689.83940088087,open,9502125
Caroline,31727.79145480131,53300,50400.0,a Bachelor's degree,high,low,49710.510068043506,51708.5899139593,open,9502125
Arnault,60434.72064197322,67000,57600.0,a PhD,low,medium,61046.57201774054,61114.555503936914,open,48387
Roberta,37461.81775541552,41500,42000.0,high school,high,low,61046.57201774054,63667.10026910998,open,48387
Andreas,72448.75862153187,53220,50400.0,high school,medium,high,61046.57201774054,59779.66239509705,open,48387
Anna,41799.968819382935,43033,43200.0,high school,medium,medium,61046.57201774054,63185.08348422471,open,48387
Josh,62386.07177041333,63000,57600.0,a PhD,medium,low,61046.57201774054,60897.73871188801,open,48387
Sabrina,67911.24391984484,60000,82319.99999999999,a Master's degree,high,high,61046.57201774054,60283.8306952845,open,48387
Marc,45113.55567009163,60000,60480.0,a Bachelor's degree,high,medium,61046.57201774054,62816.90716747931,open,48387
Camilla,51292.64956198754,51500,50400.0,high school,high,medium,61046.57201774054,62130.341179490875,open,48387
Max,99018.62784987636,97000,94080.0,a PhD,high,high,61046.57201774054,56827.454703058786,open,48387
Caroline,72598.30556688813,72750,82319.99999999999,a Master's degree,high,high,61046.57201774054,59763.04606783525,open,48387
Arnault,39481.9324008529,45000,42000.0,high school,low,high,52715.92022232548,54186.36331360022,open,48585006
Roberta,80529.10666873911,55000,50400.0,a Master's degree,low,medium,52715.92022232548,49625.56617272397,open,48585006
Andreas,64650.66268548344,67500,67200.0,a PhD,high,low,52715.92022232548,51389.83772641904,open,48585006
Anna,42834.46623588675,46000,51840.0,a Bachelor's degree,medium,medium,52715.92022232548,53813.85955415201,open,48585006
Josh,71213.06098213966,63000,67200.0,a PhD,low,high,52715.92022232548,50660.68236012391,open,48585006
Sabrina,68950.96350262997,60000,60480.0,a Bachelor's degree,high,medium,52715.92022232548,50912.02652451387,open,48585006
Marc,57697.699145513994,65000,70559.99999999999,a Master's degree,high,medium,52715.92022232548,52162.38923086009,open,48585006
Camilla,27662.723738435143,36000,36000.0,a Bachelor's degree,low,low,52715.92022232548,55499.60872053552,open,48585006
Max,38253.51785168833,53560,36000.0,high school,low,medium,52715.92022232548,54322.85381906295,open,48585006
Caroline,35885.069011885535,56500,36000.0,high school,medium,low,52715.92022232548,54586.014801263256,open,48585006
Arnault,63564.28635401607,68320,70560.0,a Master's degree,medium,high,70092.10801319055,70817.4215308766,open,41927525
Roberta,104276.57706347787,73000,67200.0,a PhD,low,high,70092.10801319055,66293.83367426974,open,41927525
Andreas,71036.00847558738,71000,70560.0,a Master's degree,medium,high,70092.10801319055,69987.23018403535,open,41927525
Anna,68695.44460184233,73291,57600.0,a PhD,low,medium,70092.10801319055,70247.29283667369,open,41927525
Josh,66979.50375891068,60000,50400.0,a Master's degree,low,medium,70092.10801319055,70437.95293033276,open,41927525
Sabrina,37487.733884340065,46000,42000.0,high school,high,low,70092.10801319055,73714.8162497295,open,41927525
Marc,53778.38142230744,57000,48000.0,a PhD,low,low,70092.10801319055,71904.74430106644,open,41927525
Camilla,95066.50748895878,56600,70560.0,a Master's degree,medium,high,70092.10801319055,67317.1747381052,open,41927525
Max,56276.37551824789,68000,67200.0,a PhD,high,low,70092.10801319055,71627.18940151752,open,41927525
Caroline,83760.26156421701,59000,58799.99999999999,a Master's degree,high,low,70092.10801319055,68573.42428529872,open,41927525
Arnault,52508.04808874111,51500,42000.0,high school,high,low,64864.339419514174,66237.26067848895,open,64178
Roberta,59342.52030467177,59500,57600.0,a PhD,low,medium,64864.339419514174,65477.87487671889,open,64178
Andreas,65090.65317448711,53000,51840.0,a Bachelor's degree,medium,medium,64864.339419514174,64839.19344673941,open,64178
Anna,47069.344315168986,54000,67200.0,a PhD,low,high,64864.339419514174,66841.56109777474,open,64178
Josh,79866.10360398231,72500,67200.0,a PhD,low,high,64864.339419514174,63197.47673235104,open,64178
Sabrina,51490.58559931425,69500,69120.0,a PhD,medium,medium,64864.339419514174,66350.31206620306,open,64178
Marc,79975.5429627932,62000,70560.0,a Bachelor's degree,high,high,64864.339419514174,63185.31680359427,open,64178
Camilla,75868.99632426735,66000,57600.0,a PhD,low,medium,64864.339419514174,63641.59976343049,open,64178
Max,84681.55542848194,75000,82319.99999999999,a Master's degree,high,high,64864.339419514174,62662.42652962887,open,64178
Caroline,52750.04439323367,53000,36000.0,a Bachelor's degree,low,low,64864.339419514174,66210.372200212,open,64178
Arnault,67876.17474461996,50000,42000.0,a Master's degree,low,low,67603.23274004822,67572.90585065135,open,5655801
Roberta,43158.23737149034,51158,50400.0,a Master's degree,medium,low,67603.23274004822,70319.34333655465,open,5655801
Andreas,82335.38716911421,60000,57600.0,a PhD,medium,low,67603.23274004822,65966.32669237422,open,5655801
Anna,65399.47032834739,50000,70559.99999999999,a Master's degree,high,medium,67603.23274004822,67848.09523023719,open,5655801
Josh,56543.68103009095,53000,42000.0,a Master's degree,low,low,67603.23274004822,68832.07181893237,open,5655801
Sabrina,80830.69808259227,84000,70560.0,a Master's degree,medium,high,67603.23274004822,66133.51436865443,open,5655801
Marc,71063.63858094471,57200,57600.0,a PhD,medium,low,67603.23274004822,67218.74320217082,open,5655801
Camilla,74841.03265954151,52500,48000.0,a PhD,low,low,67603.23274004822,66799.03274899341,open,5655801
Max,62716.13480671748,80000,80640.0,a PhD,high,medium,67603.23274004822,68146.2436215294,open,5655801
Caroline,71267.87262702332,58000,60480.0,a Bachelor's degree,high,medium,67603.23274004822,67196.05053038432,open,5655801
Arnault,60257.47724809955,60000,58799.99999999999,high school,high,high,53303.14356529687,52530.439822763234,open,454190
Roberta,42012.82591938964,48400,48000.0,a PhD,low,low,53303.14356529687,54557.62330373101,open,454190
Andreas,61313.92758720457,47000,80640.0,a PhD,high,medium,53303.14356529687,52413.056451751574,open,454190
Anna,52060.29980044819,60240,60480.0,a Bachelor's degree,high,medium,53303.14356529687,53441.237316946725,open,454190
Josh,60067.38856807469,52000,48000.0,a PhD,low,low,53303.14356529687,52551.560787210445,open,454190
Sabrina,57828.261778830776,60,80640.0,a PhD,high,medium,53303.14356529687,52800.35265268199,open,454190
Marc,64625.1141647376,71000,48000.0,a PhD,low,low,53303.14356529687,52045.14683202568,open,454190
Camilla,50816.48008354271,60750,60480.0,a Bachelor's degree,high,medium,53303.14356529687,53579.439507714,open,454190
Max,37166.23970481921,42400,43200.0,high school,medium,medium,53303.14356529687,55096.13288312772,open,454190
Caroline,46883.420797821775,49000,50400.0,a Master's degree,medium,low,53303.14356529687,54016.44609501633,open,454190
Arnault,54790.61881110665,56000,57600.0,a PhD,low,medium,41764.15192346089,40316.76671372247,open,20725443
Roberta,21550.281052725684,25000,30000.0,high school,low,low,41764.15192346089,44010.137575764806,open,20725443
Andreas,27703.31320192845,30000,36000.0,high school,low,medium,41764.15192346089,43326.467336964495,open,20725443
Anna,66147.41196553769,56760,60479.99999999999,a Bachelor's degree,medium,high,41764.15192346089,39054.90080767458,open,20725443
Josh,51820.0092168289,57,43200.0,a Bachelor's degree,medium,low,41764.15192346089,40646.83444642,open,20725443
Sabrina,46644.46771970665,55040,60479.99999999999,a Bachelor's degree,medium,high,41764.15192346089,41221.89461276692,open,20725443
Marc,36643.952880984085,47000,43200.0,high school,medium,medium,41764.15192346089,42333.06292818053,open,20725443
Camilla,32509.108836380583,50000,30000.0,high school,low,low,41764.15192346089,42792.49004424759,open,20725443
Max,44439.91071464949,45000,42000.0,high school,high,low,41764.15192346089,41466.8453911066,open,20725443
Caroline,35392.44483476074,38500,30000.0,high school,low,low,41764.15192346089,42472.11937776091,open,20725443
Arnault,66661.28828222358,94080,94080.0,a PhD,high,high,52524.034948250905,50953.229022253945,open,209947
Roberta,53125.285098502434,56000,58799.99999999999,high school,high,high,52524.034948250905,52457.22937600074,open,209947
Andreas,32950.50149471089,46500,43200.0,a Bachelor's degree,medium,low,52524.034948250905,54698.87199864424,open,209947
Anna,32229.78873748138,38500,42000.0,high school,high,low,52524.034948250905,54778.95119389196,open,209947
Josh,46388.28694309021,54500,57600.0,a PhD,low,medium,52524.034948250905,53205.7847266021,open,209947
Sabrina,59679.10151669001,60000,51840.0,a Bachelor's degree,medium,medium,52524.034948250905,51729.027551757674,open,209947
Marc,66841.7822982041,56000,70560.0,a Bachelor's degree,high,high,52524.034948250905,50933.17413158945,open,209947
Camilla,48211.76531041469,59750,58799.99999999999,a Master's degree,high,low,52524.034948250905,53003.176019121594,open,209947
Max,65091.875015393256,56160,80640.0,a PhD,medium,high,52524.034948250905,51127.60827412398,open,209947
Caroline,54060.67478579856,52000,50400.0,a Bachelor's degree,low,high,52524.034948250905,52353.29718852339,open,209947
Arnault,51515.719706487165,57200,58799.99999999999,a Master's degree,low,high,52460.629313892954,52565.619270271374,open,70383
Roberta,72774.24278900867,55000,58799.99999999999,high school,high,high,52460.629313892954,50203.561149991205,open,70383
Andreas,38309.20312959829,46575,36000.0,high school,low,medium,52460.629313892954,54033.010001036804,open,70383
Anna,63874.7886718431,64000,51840.0,a Bachelor's degree,medium,medium,52460.629313892954,51192.38938523182,open,70383
Josh,37413.22506069877,41500,50400.0,high school,high,medium,52460.629313892954,54132.56311980342,open,70383
Sabrina,74116.94400861197,75500,69120.0,a PhD,medium,medium,52460.629313892954,50054.37212559084,open,70383
Marc,45825.9013486364,46800,43200.0,a Bachelor's degree,low,medium,52460.629313892954,53197.821310032574,open,70383
Camilla,64576.60812960901,61000,58799.99999999999,a Master's degree,low,high,52460.629313892954,51114.40944548006,open,70383
Max,42207.41108639408,46350,58799.99999999999,a Master's degree,high,low,52460.629313892954,53599.87578361505,open,70383
Caroline,33992.249208042056,39000,42000.0,a Master's degree,low,low,52460.629313892954,54512.67154787639,open,70383
Arnault,46995.635521767086,54000,50400.0,a Master's degree,medium,low,71163.42853307631,73848.73886766622,open,6205642
Roberta,66870.57017562869,69000,70560.0,a Bachelor's degree,high,high,71163.42853307631,71640.41279501494,open,6205642
Andreas,74826.47963911506,82826,60480.0,a Master's degree,medium,medium,71163.42853307631,70756.42285462756,open,6205642
Anna,68652.2119922728,59376,58799.99999999999,a Master's degree,low,high,71163.42853307631,71442.4525931656,open,6205642
Josh,82172.20717438673,57500,70560.0,a Bachelor's degree,high,high,71163.42853307631,69940.23090626404,open,6205642
Sabrina,60845.35494782472,65000,43200.0,a Bachelor's degree,low,medium,71163.42853307631,72309.88115365982,open,6205642
Marc,83426.99220667093,The salary they agreed on is 68000.,67200.0,a PhD,low,high,71163.42853307631,69800.81034712135,open,6205642
Camilla,100462.61379483253,54600,80640.0,a PhD,high,medium,71163.42853307631,67907.96350399229,open,6205642
Max,46344.492927385,53900,43200.0,a Bachelor's degree,medium,low,71163.42853307631,73921.08804481979,open,6205642
Caroline,81037.72695087953,54500,50400.0,a Master's degree,medium,low,71163.42853307631,70066.28426443151,open,6205642
Arnault,82142.24733914506,53000,60479.99999999999,a Bachelor's degree,medium,high,49025.05466760793,45345.3665929927,open,5813169
Roberta,28874.365305024618,35600,36000.0,a Bachelor's degree,low,low,49025.05466760793,51264.02015233941,open,5813169
Andreas,41221.02639271875,51750,42000.0,high school,low,high,49025.05466760793,49892.1689203734,open,5813169
Anna,58301.60863975541,60500,58799.99999999999,a Master's degree,low,high,49025.05466760793,47994.32644848044,open,5813169
Josh,37091.10262490244,48100,51840.0,a Bachelor's degree,medium,medium,49025.05466760793,50351.04933901966,open,5813169
Sabrina,46097.42485391624,53000,51840.0,a Bachelor's degree,medium,medium,49025.05466760793,49350.34686912924,open,5813169
Marc,23592.607235827054,45000,36000.0,high school,low,medium,49025.05466760793,51850.88216002803,open,5813169
Camilla,59417.72102171438,55000,60480.0,a Master's degree,medium,medium,49025.05466760793,47870.313961596104,open,5813169
Max,35613.11129471846,52000,42000.0,a Master's degree,low,low,49025.05466760793,50515.27059792899,open,5813169
Caroline,77899.33196835694,77500,70560.0,a Bachelor's degree,high,high,49025.05466760793,45816.80163419138,open,5813169
Arnault,38225.56160076285,43000,43200.0,a Bachelor's degree,low,medium,50195.82527407577,51525.85457111054,open,729513
Roberta,34015.66087507092,58500,42000.0,high school,high,low,50195.82527407577,51993.62131840964,open,729513
Andreas,37191.69515296094,51400,50400.0,high school,medium,high,50195.82527407577,51640.7286208663,open,729513
Anna,33868.6415281928,34000,30000.0,high school,low,low,50195.82527407577,52009.956801396096,open,729513
Josh,69559.95843612334,50500,50400.0,high school,high,medium,50195.82527407577,48044.25492273715,open,729513
Sabrina,42570.53542703623,52,50400.0,high school,high,medium,50195.82527407577,51043.079701524606,open,729513
Marc,47045.57366833477,54600,57600.0,a PhD,medium,low,50195.82527407577,50545.85323026921,open,729513
Camilla,95429.687870461,65000,94080.0,a PhD,high,high,50195.82527407577,45169.84054114407,open,729513
Max,49389.24710934751,48000,50400.0,a Bachelor's degree,high,low,50195.82527407577,50285.44507015668,open,729513
Caroline,54661.69107246728,53000,58799.99999999999,high school,high,high,50195.82527407577,49699.61796314338,open,729513
Arnault,52698.476637565625,53000,58799.99999999999,a Master's degree,low,high,51608.192413807745,51487.049722279095,open,5266403
Roberta,59488.96202615515,53000,48000.0,a PhD,low,low,51608.192413807745,50732.55134576915,open,5266403
Andreas,33738.92338233884,41500,42000.0,high school,low,high,51608.192413807745,53593.666750637625,open,5266403
Anna,42449.23675324816,57000,58799.99999999999,high school,high,high,51608.192413807745,52625.85415386993,open,5266403
Josh,32973.74905196311,50000,42000.0,a Master's degree,low,low,51608.192413807745,53678.68612067938,open,5266403
Sabrina,42260.2855541777,52500,43200.0,a Bachelor's degree,medium,low,51608.192413807745,52646.84873154442,open,5266403
Marc,72370.49346806527,58000,58799.99999999999,a Master's degree,high,low,51608.192413807745,49301.2700744458,open,5266403
Camilla,75110.13247927478,65000,80640.0,a PhD,medium,high,51608.192413807745,48996.86573986697,open,5266403
Max,66231.26356353101,75000,80640.0,a PhD,high,medium,51608.192413807745,49983.40673050516,open,5266403
Caroline,38760.401221757835,43750,43200.0,a Bachelor's degree,low,medium,51608.192413807745,53035.724768479966,open,5266403
Arnault,20943.235122312766,28500,30000.0,high school,low,low,62198.7951770003,66782.74629418779,open,12353
Roberta,39994.410694397746,50200,50400.0,a Master's degree,medium,low,62198.7951770003,64665.94900840058,open,12353
Andreas,52461.9792333199,52500,50400.0,high school,high,medium,62198.7951770003,63280.66361518701,open,12353
Anna,34187.021848886674,53000,43200.0,a Bachelor's degree,medium,low,62198.7951770003,65311.21443567959,open,12353
Josh,69323.0592344132,53000,60480.0,a Master's degree,medium,medium,62198.7951770003,61407.210281732194,open,12353
Sabrina,69616.12986925361,57500,60480.0,a Master's degree,medium,medium,62198.7951770003,61374.646877861036,open,12353
Marc,45890.98704654046,50000,43200.0,high school,medium,medium,62198.7951770003,64010.773858162494,open,12353
Camilla,82989.12969642428,64200,60480.0,a Master's degree,medium,medium,62198.7951770003,59888.75800817541,open,12353
Max,120736.32633731785,94600,94080.0,a PhD,high,high,62198.7951770003,55694.62504807612,open,12353
Caroline,85845.67268713651,52000,60480.0,a Master's degree,medium,medium,62198.7951770003,59571.364342540706,open,12353
Arnault,60673.471876971285,60000,48000.0,a PhD,low,low,64935.37013745522,65408.9143886201,open,201140
Roberta,61859.699111941336,51000,50400.0,a Bachelor's degree,low,high,64935.37013745522,65277.11136251231,open,201140
Andreas,52308.58508265473,75000,82319.99999999999,a Master's degree,high,high,64935.37013745522,66338.34625465528,open,201140
Anna,53066.68935141445,54500,50400.0,high school,medium,high,64935.37013745522,66254.1124470153,open,201140
Josh,59521.30119884546,56500,67200.0,a PhD,high,low,64935.37013745522,65536.9333528563,open,201140
Sabrina,95346.1040341028,85000,70560.0,a Master's degree,medium,high,64935.37013745522,61556.39970449438,open,201140
Marc,41445.01449252795,48000,42000.0,a Master's degree,low,low,64935.37013745522,67545.40965355825,open,201140
Camilla,60960.744225556664,57500,60479.99999999999,a Bachelor's degree,medium,high,64935.37013745522,65376.99523877729,open,201140
Max,65684.33254232928,48000,50400.0,high school,medium,high,64935.37013745522,64852.15209246921,open,201140
Caroline,98487.75945820831,97000,94080.0,a PhD,high,high,64935.37013745522,61207.32687959376,open,201140
Arnault,43955.764939719134,52000,36000.0,high school,medium,low,68980.9758403864,71761.55482934944,open,245983
Roberta,55119.320999605305,50000,70560.0,a Master's degree,medium,high,68980.9758403864,70521.15971158429,open,245983
Andreas,55106.58803503192,47000,50400.0,a Bachelor's degree,low,high,68980.9758403864,70522.57448542578,open,245983
Anna,46555.962122683355,51500,50400.0,a Bachelor's degree,low,high,68980.9758403864,71472.6440312423,open,245983
Josh,75896.19905470223,61000,58799.99999999999,a Master's degree,high,low,68980.9758403864,68212.61770546243,open,245983
Sabrina,46089.34954378421,53,57600.0,a PhD,low,medium,68980.9758403864,71524.4898733422,open,245983
Marc,61802.223688510225,49000,50400.0,a Master's degree,medium,low,68980.9758403864,69778.61496837264,open,245983
Camilla,82963.02219488278,45000,70559.99999999999,a Master's degree,high,medium,68980.9758403864,67427.41513433126,open,245983
Max,78582.47493538294,70,80640.0,a PhD,high,medium,68980.9758403864,67914.142607609,open,245983
Caroline,143738.85288956188,70000,94080.0,a PhD,high,high,68980.9758403864,60674.54505714468,open,245983
Arnault,46406.5702523302,48250,42000.0,a Master's degree,low,low,60332.48952397788,61879.813887494296,open,2439573
Roberta,44193.25131354777,45000,43200.0,a Bachelor's degree,low,medium,60332.48952397788,62125.738214025674,open,2439573
Andreas,41748.776799582316,51500,50400.0,a Bachelor's degree,high,low,60332.48952397788,62397.346493355166,open,2439573
Anna,81101.72544692988,45000,67200.0,a PhD,high,low,60332.48952397788,58024.79664364988,open,2439573
Josh,84216.69610263343,65280,70560.0,a Bachelor's degree,high,high,60332.48952397788,57678.688793016154,open,2439573
Sabrina,33754.76274454316,53,50400.0,high school,high,medium,60332.48952397788,63285.57027724841,open,2439573
Marc,50250.81685305247,58480,60480.0,a Bachelor's degree,high,medium,60332.48952397788,61452.67537630293,open,2439573
Camilla,98535.20421479052,97000,80640.0,a PhD,medium,high,60332.48952397788,56087.74344722092,open,2439573
Max,61960.72298883905,52500,50400.0,a Master's degree,low,medium,60332.48952397788,60151.574694548864,open,2439573
Caroline,61156.36852353002,61156,58799.99999999999,high school,high,high,60332.48952397788,60240.94741291654,open,2439573
Arnault,46055.62686484212,50000,42000.0,high school,low,high,64406.87574934763,66445.90340318157,open,40724
Roberta,65632.84889331041,56000,58799.99999999999,a Master's degree,low,high,64406.87574934763,64270.65651112954,open,40724
Andreas,127960.91035004579,55000,94080.0,a PhD,high,high,64406.87574934763,57345.316349270055,open,40724
Anna,49970.88225071324,56500,48000.0,a PhD,low,low,64406.87574934763,66010.87502697366,open,40724
Josh,39882.14116184457,41162,42000.0,high school,high,low,64406.87574934763,67131.84625907018,open,40724
Sabrina,54419.59147773075,56000,50400.0,a Master's degree,low,medium,64406.87574934763,65516.5740017495,open,40724
Marc,65048.30384090866,72000,50400.0,high school,medium,high,64406.87574934763,64335.605961396395,open,40724
Camilla,64400.68261611305,48000,50400.0,a Master's degree,medium,low,64406.87574934763,64407.563875262575,open,40724
Max,55662.30715546096,48000,57600.0,a PhD,medium,low,64406.87574934763,65378.494482001704,open,40724
